电影Id,标题,年份,评分,星级人数,评论数,评论,海报,头像,用户名,排名,年份,地区,类型,主演
1793491,美食总动员,2007,8.6,4.5,447862,不要看国语  可怕的夫妻肺片和群英荟萃！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p465604496.jpg,https://img3.doubanio.com/icon/up2704850-13.jpg,杨迪,10.0,2007 ,,, 布拉德·伯德 简·皮克瓦 2007 
20645098,小王子,2015,8.4,4.0,358489,在电影院看哭,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2922618792.jpg,https://img3.doubanio.com/icon/up44636465-7.jpg,Laisses tomber,3.0,2015 ,,, 马克·奥斯本 2015 
36438475,浪浪山小妖怪,2025,8.5,4.5,655208,不知道为啥看到话唠变得沉默有点儿莫名伤心…,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2923770138.jpg,https://img1.doubanio.com/icon/up1841712-610.jpg,Hey Johnny,5.0,2025 ,,, 於水 2025 
35144311,雄狮少年,2021,8.3,4.0,577952,雄狮不会在意自己眼睛的大小。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2702755317.jpg,https://img3.doubanio.com/icon/up51790180-2.jpg,边喝芬达边洗澡,8.0,2021 ,,, 孙海鹏 2021 
19899707,驯龙高手3,2019,7.4,3.5,296412,这对小可爱叫黑白双煞吗？,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2546335362.jpg,https://img3.doubanio.com/icon/up164399033-2.jpg,David,27.0,2019 ,,, 迪恩·戴布洛伊 2019 
3789848,怪兽大学,2013,8.3,4.0,410770,年度最佳动画，像极了我的大一freshman 生活,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1896375401.jpg,https://img3.doubanio.com/icon/up48138714-13.jpg,Sammy,12.0,2013 ,,, 丹·斯坎隆 2013 
1309060,僵尸新娘,2005,8.3,4.0,403082,结局美好的阴暗童话,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p735361409.jpg,https://img9.doubanio.com/icon/up1460785-214.jpg,Zuschauerin,9.0,2005 ,,, 蒂姆·波顿 迈克·约翰逊 2005 
30435124,白蛇2：青蛇劫起,2021,6.8,3.5,422694,今年看过的第一部感觉没有被背叛的片子,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2655030796.jpg,https://img9.doubanio.com/icon/up169881975-5.jpg,孑,19.0,2021 ,,, 黄家康 2021 
3072124,玛丽和麦克斯,2009,9.0,4.5,470836,伤心电影，好电影。结尾告诉我们，网友见面要早。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2923412445.jpg,https://img1.doubanio.com/icon/up1000001-30.jpg,阿北,153.0,2009 ,,, 亚当·艾略特 2009 
4824512,驯龙高手2,2014,8.1,4.0,337659,我只喜欢无牙和黑羊,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2192713707.jpg,https://img1.doubanio.com/icon/up1436137-170.jpg,左茶,5.0,2014 ,,, 迪恩·戴布洛伊 2014 
6791750,起风了,2013,8.2,4.0,282257,宫崎骏没有转向，这是反战作品,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1998028598.jpg,https://img3.doubanio.com/icon/up57916910-2.jpg,凤凰院,12.0,2013 ,,, 宫崎骏 2013 
6850547,玩具总动员4,2019,8.5,4.5,374370,一个断手 一个失声（身） 这不就是《神雕侠侣》吗,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2551222752.jpg,https://img2.doubanio.com/icon/up42174843-51.jpg,哪吒男,9.0,2019 ,,, 乔什·库雷 2019 
26811587,大护法,2017,7.8,4.0,378258,"如果是在国外上，给4星。
在此时此地的我国，给5星。",https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2490948849.jpg,https://img3.doubanio.com/icon/up3097573-22.jpg,梧桐的腰,15.0,2017 ,,, 不思凡 2017 
26649682,深海,2023,7.3,3.5,496679,比深海饭店不存在更让人难过的，是南河曾存在,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2885941329.jpg,https://img1.doubanio.com/icon/up175516883-8.jpg,Devileath,17.0,2023 ,,, 田晓鹏 2023 
1937946,穿越时空的少女,2006,8.6,4.5,430514,她有一条神奇的永远不会走光的短裙!,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2916690139.jpg,https://img9.doubanio.com/icon/up1074038-144.jpg,它它爱妮鸡,17.0,2006 ,,, 细田守 2006 
26340419,帕丁顿熊2,2017,8.0,4.0,293539,休·格兰特，英伦蔡国庆。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2506466229.jpg,https://img9.doubanio.com/icon/up1998052-305.jpg,Mona Lishark,9.0,2017 ,,, 保罗·金 2017 
21817627,爱宠大机密,2016,7.8,4.0,325529,一部卡通片里居然死了一条蛇，太残暴了！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2363369616.jpg,https://img3.doubanio.com/icon/up3065569-213.jpg,h,0.0,2016 ,,, 克里斯·雷纳德 亚罗·切尼 2016 
25849049,超人总动员2,2018,7.8,4.0,285764,你看，带娃是超人都解决不了的难题。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2538297752.jpg,https://img3.doubanio.com/icon/up1553180-97.jpg,mumudancing,15.0,2018 ,,, 布拉德·伯德 2018 
35371261,铃芽之旅,2022,7.2,3.5,502035,旅途和废墟 所有情感中只有爱情最无聊,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2887641712.jpg,https://img3.doubanio.com/icon/up198568275-113.jpg,巧克力当烟抽,27.0,2022 ,,, 新海诚 2022 
30391186,蜘蛛侠：纵横宇宙,2023,8.5,4.5,507781,反派原型是翟天临吗？一个要破坏织网的博士,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2892315297.jpg,https://img3.doubanio.com/icon/up132724872-3.jpg,杜皮,20.0,2023 ,,, 乔伊姆·多斯·桑托斯 凯普·鲍尔斯 贾斯汀·汤普森 2023 
1291574,玩具总动员2,1999,8.5,4.5,290060,从床底翻出一大堆的蒙灰的玩具，跟它们说对不起。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1283688673.jpg,https://img9.doubanio.com/icon/up1541314-465.jpg,HalloZen,14.0,1999 ,,, 约翰·拉塞特 艾什·布兰农 李·昂克里奇 1999 
1291577,超人总动员,2004,8.2,4.0,332565,超人一家未遂的市井生活,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2167017148.jpg,https://img2.doubanio.com/icon/up1043499-101.jpg,Kaito,13.0,2004 ,,, 布拉德·伯德 2004 
20470074,言叶之庭,2013,8.3,4.0,370916,又可以换桌面了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1958733032.jpg,https://img9.doubanio.com/icon/up35745014-35.jpg,Luka,0.0,2013 ,,, 新海诚 2013 
26925611,你想活出怎样的人生,2023,7.5,4.0,448631,谁懂啊 那堆绿鸟出现的时候我以为多邻国来催命了🥹,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2906527755.jpg,https://img9.doubanio.com/icon/up150274303-14.jpg,moonpie,4.0,2023 ,,, 宫崎骏 2023 
3075287,源代码,2011,8.6,4.5,926891,平行世界理论一定是真的，我坚定不移的相信着,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p988260245.jpg,https://img3.doubanio.com/icon/up1016278-17.jpg,seren,204.0,2011 ,,, 邓肯·琼斯 2011 
1297192,致命ID,2003,8.9,4.5,946605,救命啊，金牛座遭遇大屠杀...,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2558364386.jpg,https://img9.doubanio.com/icon/up1125189-195.jpg,树木希凉,93.0,2003 ,,, 詹姆斯·曼高德 2003 
35660795,消失的她,2022,6.2,3.0,990002,建议情人节档安排上，更适合情侣宝宝的好电影❤️,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2893270877.jpg,https://img3.doubanio.com/icon/up192992585-3.jpg,orangesavage,5.0,2022 ,,, 崔睿 刘翔 2022 
24719063,烈日灼心,2015,8.3,4.0,769406,广电总局翻身之作,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2262236348.jpg,https://img3.doubanio.com/icon/up2370331-7.jpg,blue三点,3.0,2015 ,,, 曹保平 2015 
6517421,惊天魔盗团,2013,7.8,4.0,630073,肖申克前传,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2151336415.jpg,https://img3.doubanio.com/icon/up3610322-427.jpg,万峰,18.0,2013 ,,, 路易斯·莱特里尔 2013 
30318116,利刃出鞘,2019,8.1,4.0,888696,猝不及防地cue了baby driver！？,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2574172427.jpg,https://img2.doubanio.com/icon/up1043499-101.jpg,Kaito,6.0,2019 ,,, 莱恩·约翰逊 2019 
35422807,扬名立万,2021,7.4,3.5,858798,十个项目九个凉，商业投资很正常。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2881817779.jpg,https://img1.doubanio.com/icon/up187397902-10.jpg,拣尽寒枝,9.0,2021 ,,, 刘循子墨 2021 
1300299,杀人回忆,2003,8.9,4.5,835363,嗨凶手，你也在看这部片吗？送给你的，杀人回忆,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1633113220.jpg,https://img3.doubanio.com/icon/up1125289-57.jpg,狮子人,92.0,2003 ,,, 奉俊昊 2003 
32493124,悬崖之上,2021,7.3,3.5,822159,小兰车站开枪都没人听见真的说不过去啦！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2638045698.jpg,https://img2.doubanio.com/icon/up48528566-11.jpg,赵敏🤤,11.0,2021 ,,, 张艺谋 2021 
21360417,恐怖直播,2013,8.7,4.5,728670,一部戾气如此深重的影片，注定能在我朝获取广泛共鸣。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2016930906.jpg,https://img9.doubanio.com/icon/up1121362-5.jpg,柏林苍穹下,167.0,2013 ,,, 金秉祐 2013 
4268598,告白,2010,8.8,4.5,744028,这片告诉我们，正太与萝莉都是斗不过御姐的……,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p689520756.jpg,https://img9.doubanio.com/icon/up1519812-105.jpg,Dulcixote,152.0,2010 ,,, 中岛哲也 2010 
1304447,记忆碎片,2000,8.7,4.5,669364,"不错,一开始我还以为家里的DVD坏了,怎么倒着放的",https://img3.doubanio.com/view/photo/m_ratio_poster/public/p641688453.jpg,https://img2.doubanio.com/icon/u1856606-1.jpg,小豆子,188.0,2000 ,,, 克里斯托弗·诺兰 2000 
1900841,窃听风暴,2006,9.2,4.5,630448,国安局血的教训：千万别请文艺青年做秘密警察～,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1808872109.jpg,https://img1.doubanio.com/icon/up1022068-100.jpg,林小熏,69.0,2006 ,,, 弗洛里安·亨克尔·冯·多纳斯马尔克 2006 
1296141,控方证人,1957,9.6,5.0,737536,男人贪心，女人贪爱,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2927451337.jpg,https://img9.doubanio.com/icon/up1552466-214.jpg,沉歌,19.0,1957 ,,, 比利·怀尔德 1957 
25807345,彗星来的那一夜,2013,8.6,4.5,685601,遇到停电这种事难道不该马上洗洗睡吗,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2187896734.jpg,https://img3.doubanio.com/icon/up1665693-372.jpg,Jin,230.0,2013 ,,, 詹姆斯·沃德·布柯特 2013 
1417598,电锯惊魂,2004,8.7,4.5,613482,为嘛医生不用锯子够手机？,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p726839485.jpg,https://img3.doubanio.com/icon/up1918445-103.jpg,青菜萝卜和豆腐,173.0,2004 ,,, 温子仁 2004 
1297630,第六感,1999,8.9,4.5,636791,看到最后眼泪哗哗。。的惊悚片。。。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2220184425.jpg,https://img1.doubanio.com/icon/up1999864-20.jpg,九尾黑猫,109.0,1999 ,,, M·奈特·沙马兰 1999 
35372742,无名,2023,6.6,3.5,780127,重生之易先生审王佳芝,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2923651715.jpg,https://img1.doubanio.com/icon/up2228795-9.jpg,阝女,2.0,2023 ,,, 程耳 2023 
25917973,心迷宫,2014,8.7,4.5,618077,放冰箱那个红色塑料袋到底是干啥的？,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2926020289.jpg,https://img3.doubanio.com/icon/up1005588-3.jpg,熊阿姨,186.0,2014 ,,, 忻钰坤 2014 
27615441,网络谜踪,2018,8.5,4.5,565404,Bieber concert (confirmed),https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2542848758.jpg,https://img9.doubanio.com/icon/up47463657-45.jpg,R,14.0,2018 ,,, 阿尼什·查甘蒂 2018 
26647117,暴裂无声,2017,8.2,4.0,543897,上层伪善残暴，中层冷漠自私，下层失语无力。,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2517333671.jpg,https://img3.doubanio.com/icon/up151636709-2.jpg,一课盐粒儿,5.0,2017 ,,, 忻钰坤 2017 
25662337,惊天魔盗团2,2016,7.0,3.5,360377,天辣噜我们看的是同一部片子吗，为嘛我觉得挺好看的…,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2355440566.jpg,https://img9.doubanio.com/icon/up64315881-36.jpg,nono,0.0,2016 ,,, 朱浩伟 2016 
26817136,疯狂动物城2,2025,8.3,4.0,746871,结尾蹦出五月天的歌是怎么回事？,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2926605350.jpg,https://img3.doubanio.com/icon/up264319190-3.jpg,笑谈后现代,18.0,2025 ,,, 杰拉德·布什 拜伦·霍华德 2025 
26606743,嫌疑人X的献身,2017,6.3,3.0,310957,还行   果然还是被情节套路了一把   结尾看哭……  ,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2448676053.jpg,https://img9.doubanio.com/icon/up49948528-5.jpg,Shavemybeard,0.0,2017 ,,, 苏有朋 2017 
10512661,银翼杀手2049,2017,8.3,4.0,572734,生死去来，棚头傀儡。一线断时，落落磊磊。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2501864539.jpg,https://img3.doubanio.com/icon/up2603095-143.jpg,RKO,18.0,2017 ,,, 丹尼斯·维伦纽瓦 2017 
25884801,记忆大师,2017,7.1,3.5,379815,特别想吐槽花房那个人像！！！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2455156816.jpg,https://img9.doubanio.com/icon/up44850924-16.jpg,谢九郎,15.0,2017 ,,, 陈正道 2017 
24743711,催眠大师,2014,7.6,4.0,426062,司机一杯酒，亲人两行泪,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2181062460.jpg,https://img1.doubanio.com/icon/up2524948-39.jpg,黄青蕉,13.0,2014 ,,, 陈正道 2014 
1304102,谍影重重,2002,8.6,4.5,488899,"我发觉叫JB的都很厉害，是不是？James Bond, Jason Bourne",https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1597183981.jpg,https://img9.doubanio.com/icon/up1420770-24.jpg,Jehovah,5.0,2002 ,,, 道格·里曼 2002 
1578507,谍影重重3,2007,8.9,4.5,471253,紧凑、凌厉，史上最佳间谍动作片。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p792223507.jpg,https://img1.doubanio.com/icon/up1411454-189.jpg,苇间疯,172.0,2007 ,,, 保罗·格林格拉斯 2007 
25977027,小姐,2016,8.5,4.5,576902,我懂为什么金敏喜能睡到赵寅成了。嗯,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2355555424.jpg,https://img1.doubanio.com/icon/up72191548-8.jpg,💛,246.0,2016 ,,, 朴赞郁 2016 
27113517,血观音,2017,8.6,4.5,561684,全员恶女的戏，哪有不好看的。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2505008756.jpg,https://img3.doubanio.com/icon/up48554953-72.jpg,基闹,249.0,2017 ,,, 杨雅喆 2017 
3011308,孤儿怨,2009,8.2,4.0,532676,从此以后，领养小孩需做骨龄测试。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1592298962.jpg,https://img2.doubanio.com/icon/u1012144-1.jpg,思考的猫,3.0,2009 ,,, 佐米·希尔拉 2009 
1865703,红辣椒,2006,9.0,4.5,568598,极其喜欢游行部分的画面和音乐，虽然满诡异的，呵呵,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2794776839.jpg,https://img3.doubanio.com/icon/up1043408-13.jpg,布宜諾斯,98.0,2006 ,,, 今敏 2006 
1292217,穆赫兰道,2001,8.4,4.0,507203,你要不想太后怕，就别总是回想其中的情节,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p792248233.jpg,https://img9.doubanio.com/icon/up1850420-144.jpg,袁牧,10.0,2001 ,,, 大卫·林奇 2001 
36282639,唐探1900,2025,6.4,3.0,603580,小岳岳以后还是演电影，别说相声了,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2917556416.jpg,https://img9.doubanio.com/icon/up152994467-15.jpg,Han’,6.0,2025 ,,, 陈思诚 戴墨 2025 
1308767,谍影重重2,2004,8.7,4.5,400320,俄罗斯出租质量真好,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p667644866.jpg,https://img9.doubanio.com/icon/up2748328-194.jpg,Baristina,242.0,2004 ,,, 保罗·格林格拉斯 2004 
25882296,狄仁杰之四大天王,2018,6.1,3.0,279378,有一种电影叫“徐克电影”。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2526405034.jpg,https://img9.doubanio.com/icon/up42097517-14.jpg,把噗,0.0,2018 ,,, 徐克 2018 
26728669,风中有朵雨做的云,2018,7.2,3.5,454888,婁燁版本Chinatown,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2552495737.jpg,https://img2.doubanio.com/icon/up154591365-1.jpg,杜鵑,19.0,2018 ,,, 娄烨 2018 
33456512,涉过愤怒的海,2023,7.1,3.5,556810,他一直在找凶手，却忘了找自己的女儿。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2900852349.jpg,https://img3.doubanio.com/icon/up217385374-3.jpg,Ricky young,20.0,2023 ,,, 曹保平 2023 
21941804,白日焰火,2014,7.6,4.0,444880,原著：东北圭吾。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2174645340.jpg,https://img9.doubanio.com/icon/up63306444-4.jpg,マクガフィン,12.0,2014 ,,, 刁亦男 2014 
26313973,我是证人,2015,6.4,3.0,215356,完善了韩国版里面的bug，拍的很有感染力,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2279732402.jpg,https://img1.doubanio.com/icon/up50844329-19.jpg,东方月初,0.0,2015 ,,, 安相勋 2015 
26688480,逃出绝命镇,2017,7.8,4.0,442058,Rod从车里钻出来的那一刻全场鼓掌…,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2508604641.jpg,https://img1.doubanio.com/icon/up4344872-18.jpg,WALL·E,14.0,2017 ,,, 乔丹·皮尔 2017 
1950148,赎罪,2007,8.6,4.5,458602,"Find you, love you, marry you and live without shame. ",https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2174553771.jpg,https://img9.doubanio.com/icon/up3995080-215.jpg,亵渎电影,12.0,2007 ,,, 乔·赖特 2007 
25790761,东方快车谋杀案,2017,6.8,3.5,329930,仿效《最后的晚餐》那一幕构图的高潮戏真美,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2502165084.jpg,https://img3.doubanio.com/icon/up2018596-483.jpg,鹿菏,0.0,2017 ,,, 肯尼思·布拉纳 2017 
11510624,全民目击,2013,7.8,4.0,381928,目前而言，基本代表了中国悬疑片的最高水平。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2091289138.jpg,https://img1.doubanio.com/icon/up5054748-8.jpg,闲人,10.0,2013 ,,, 非行 2013 
1300374,绿里奇迹,1999,8.9,4.5,388612,天使也怕黑暗。,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p767586451.jpg,https://img9.doubanio.com/icon/up1046793-16.jpg,燕爷,178.0,1999 ,,, 弗兰克·德拉邦特 1999 
26842702,燃烧,2018,8.1,4.0,441973,电影通常很难超越文学，但这次大概超过了。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2520095279.jpg,https://img1.doubanio.com/icon/up14484993-9.jpg,顿河,6.0,2018 ,,, 李沧东 2018 
35698284,关于我和鬼变成家人的那件事,2022,8.1,4.0,487153,炎亚纶演的是本人吧..,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2881995796.jpg,https://img9.doubanio.com/icon/up1223465-316.jpg,spaceman,5.0,2022 ,,, 程伟豪 2022 
30164448,海市蜃楼,2018,7.6,4.0,395063,一般悬疑片是反转再反转 这他妈简直是芭蕾32圈挥鞭转,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2551172384.jpg,https://img1.doubanio.com/icon/up60689518-49.jpg,凹凸,12.0,2018 ,,, 奥里奥尔·保罗 2018 
30171425,扫毒2：天地对决,2019,5.9,3.0,262887,地铁飙车枪战精彩，港片经典环节，太赞了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2561172733.jpg,https://img9.doubanio.com/icon/up47740068-24.jpg,女同桌,12.0,2019 ,,, 邱礼涛 2019 
3530403,云图,2012,8.1,4.0,414705,给结尾的奇葩演员表跪下了,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1719175505.jpg,https://img1.doubanio.com/icon/up3914102-9.jpg,土匪煎,17.0,2012 ,,, 汤姆·提克威 拉娜·沃卓斯基 莉莉·沃卓斯基 2012 
6799191,搜索,2012,7.4,3.5,359536,陈凯歌平静地讲了个好看的故事。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1598153958.jpg,https://img9.doubanio.com/icon/up1000185-5.jpg,keso,17.0,2012 ,,, 陈凯歌 2012 
3804629,招魂,2013,8.1,4.0,400704,时差党+住house的不推荐看。代入感极强！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1936517673.jpg,https://img1.doubanio.com/icon/up1550969-58.jpg,ipoder_jviou,11.0,2013 ,,, 温子仁 2013 
1418752,万能钥匙,2005,8.0,4.0,417750,全片只为抖一个大包袱 ,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p810384382.jpg,https://img1.doubanio.com/icon/up1577739-80.jpg,战国客,7.0,2005 ,,, 伊恩·索夫特雷 2005 
1291879,罗生门,1950,8.8,4.5,358826,如果不是那一阵风,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p1598883511.jpg,https://img9.doubanio.com/icon/up3735640-166.jpg,自在渍,231.0,1950 ,,, 黑泽明 1950 
1395091,未麻的部屋,1997,9.1,4.5,424924,好的剧本就是就算你猜到了结局也猜不到全部,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1351050722.jpg,https://img9.doubanio.com/icon/up1172108-44.jpg,如花就是小妖,116.0,1997 ,,, 今敏 1997 
26774722,心理罪之城市之光,2017,5.8,3.0,172848,看了点映。对原著的还原度极高，质感很棒。邓超就是方木，阮经天就是江亚，刘诗诗就是米楠——每个演员对角色的塑造和完成度都很高，完全就是角色本人。另：刘诗诗今次的台词大飞跃！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2506228506.jpg,https://img3.doubanio.com/icon/up3186129-22.jpg,陈苍苍,0.0,2017 ,,, 徐纪周 2017 
26748673,拆弹专家,2017,6.2,3.0,197889,第四颗星给小警察,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2465858820.jpg,https://img1.doubanio.com/icon/up34278503-140.jpg,扎亚,5.0,2017 ,,, 邱礼涛 2017 
26774033,幕后玩家,2018,5.6,3.0,182507,徐峥和王丽坤，这组不错 剧情还是属于比较有看头的吧,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2520543845.jpg,https://img3.doubanio.com/icon/up145790989-23.jpg,美神经,0.0,2018 ,,, 任鹏远 2018 
25920885,神探夏洛克：可恶的新娘,2016,7.3,3.5,268105,蛤蛤这明明才是原著风正剧为何感觉像看同人ˊ_>ˋ,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2299823043.jpg,https://img1.doubanio.com/icon/up2524948-39.jpg,黄青蕉,19.0,2016 ,,, 道格拉斯·麦金农 2016 
21318488,消失的爱人,2014,8.7,4.5,1072973,后半段我一直期待有更惊喜的东西，可惜没有。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2221768894.jpg,https://img3.doubanio.com/icon/up47974911-23.jpg,L'automne,126.0,2014 ,,, 大卫·芬奇 2014 
27024903,天才枪手,2017,8.2,4.0,755029,"青春不只是堕胎与恋爱，作弊才是学生时代的主题啊！
",https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2930253139.jpg,https://img1.doubanio.com/icon/up83438195-8.jpg,藏,10.0,2017 ,,, 纳塔吾·彭皮里亚 2017 
1291832,低俗小说,1994,8.9,4.5,957260,我爱特拉沃塔的舞。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1910902213.jpg,https://img3.doubanio.com/icon/up1000152-23.jpg,大头绿豆,86.0,1994 ,,, 昆汀·塔伦蒂诺 1994 
26611804,三块广告牌,2017,8.7,4.5,920625,胖牙医十分可疑,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2502943384.jpg,https://img9.doubanio.com/icon/up17756750-104.jpg,豆瓣浅度用户,171.0,2017 ,,, 马丁·麦克唐纳 2017 
36151692,周处除三害,2023,8.1,4.0,1175745,通缉榜榜一大哥果然有点东西 把榜三都给忽悠瘸了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2905021483.jpg,https://img9.doubanio.com/icon/up3255658-24.jpg,普拉蒂尼啃脆梨,4.0,2023 ,,, 黄精甫 2023 
3395373,蝙蝠侠：黑暗骑士崛起,2012,8.9,4.5,813372,"超过TDK不敢说,但永垂影史是扛扛的.",https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1706428744.jpg,https://img3.doubanio.com/icon/up39058983-2.jpg,无殇,106.0,2012 ,,, 克里斯托弗·诺兰 2012 
35660795,消失的她,2022,6.2,3.0,990002,建议情人节档安排上，更适合情侣宝宝的好电影❤️,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2893270877.jpg,https://img3.doubanio.com/icon/up192992585-3.jpg,orangesavage,5.0,2022 ,,, 崔睿 刘翔 2022 
24719063,烈日灼心,2015,8.3,4.0,769406,广电总局翻身之作,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2262236348.jpg,https://img3.doubanio.com/icon/up2370331-7.jpg,blue三点,3.0,2015 ,,, 曹保平 2015 
6517421,惊天魔盗团,2013,7.8,4.0,630073,肖申克前传,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2151336415.jpg,https://img3.doubanio.com/icon/up3610322-427.jpg,万峰,18.0,2013 ,,, 路易斯·莱特里尔 2013 
30318116,利刃出鞘,2019,8.1,4.0,888696,猝不及防地cue了baby driver！？,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2574172427.jpg,https://img2.doubanio.com/icon/up1043499-101.jpg,Kaito,6.0,2019 ,,, 莱恩·约翰逊 2019 
1297574,英雄本色,1986,8.6,4.5,606581,能够把握住自己命运的人，就是神,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2504997087.jpg,https://img1.doubanio.com/icon/up1321919-8.jpg,达不溜博士,187.0,1986 ,,, 吴宇森 1986 
1300299,杀人回忆,2003,8.9,4.5,835363,嗨凶手，你也在看这部片吗？送给你的，杀人回忆,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1633113220.jpg,https://img3.doubanio.com/icon/up1125289-57.jpg,狮子人,92.0,2003 ,,, 奉俊昊 2003 
23761370,速度与激情7,2015,8.4,4.0,510273,猛到反人类，请尽量别买可乐爆米花避免泼洒。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2919524094.jpg,https://img3.doubanio.com/icon/up2315257-73.jpg,Obtson,9.0,2015 ,,, 温子仁 2015 
